일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2021-01-11,3148.45,-3.73,-0.12,3161.9,3266.23,3096.19,1712526.0,44433772.0,2171629412.0
2021-01-12,3125.95,-22.5,-0.71,3145.87,3154.79,3047.56,1390618.0,31407397.0,2155702540.0
2021-01-13,3148.29,22.34,0.71,3128.26,3164.37,3109.63,1578042.0,24725590.0,2169378970.0
2021-01-14,3149.93,1.64,0.05,3148.65,3159.03,3128.72,1233183.0,24122957.0,2170678334.0
2021-01-15,3085.9,-64.03,-2.03,3153.84,3189.9,3085.9,1331079.0,23162292.0,2127886649.0
2021-01-18,3013.93,-71.97,-2.33,3079.9,3079.9,3003.89,1472049.0,23186884.0,2077227073.0
2021-01-19,3092.66,78.73,2.61,3013.05,3107.0,3011.32,1353312.0,24190453.0,2131564250.0
2021-01-20,3114.55,21.89,0.71,3115.04,3145.01,3077.15,1192695.0,24628057.0,2146526770.0
2021-01-21,3160.84,46.29,1.49,3123.27,3163.21,3123.27,1360065.0,25279965.0,2179020943.0
2021-01-22,3140.63,-20.21,-0.64,3163.83,3185.26,3140.6,1111223.0,24305356.0,2165993243.0
2021-01-25,3208.99,68.36,2.18,3144.01,3212.22,3142.8,1093653.0,21172003.0,2212081519.0
2021-01-26,3140.31,-68.68,-2.14,3203.96,3209.18,3132.67,873024.0,21874954.0,2165657737.0
2021-01-27,3122.56,-17.75,-0.57,3143.46,3182.53,3118.89,924582.0,20147107.0,2152860460.0
2021-01-28,3069.05,-53.51,-1.71,3114.98,3114.98,3046.64,1310455.0,23007883.0,2115667110.0
2021-01-29,2976.21,-92.84,-3.03,3078.73,3100.22,2962.7,995071.0,24350307.0,2051302353.0
2021-02-01,3056.53,80.32,2.7,2976.81,3056.87,2947.24,969262.0,20724667.0,2104888955.0
2021-02-02,3096.81,40.28,1.32,3065.56,3138.95,3065.56,887314.0,19143871.0,2134009403.0
2021-02-03,3129.68,32.87,1.06,3108.42,3142.26,3091.85,901789.0,22427782.0,2158359679.0
2021-02-04,3087.55,-42.13,-1.35,3135.02,3135.02,3068.46,1460946.0,20648473.0,2130412929.0
2021-02-05,3120.63,33.08,1.07,3098.49,3124.62,3081.78,1193487.0,19789811.0,2154425469.0
2021-02-08,3091.24,-29.39,-0.94,3113.63,3128.54,3085.59,1277207.0,19312220.0,2132984549.0
2021-02-09,3084.67,-6.57,-0.21,3102.25,3129.66,3084.67,2145388.0,18389342.0,2129174908.0
2021-02-10,3100.58,15.91,0.52,3088.13,3111.88,3064.25,2152917.0,18333692.0,2140181514.0
2021-02-15,3147.0,46.42,1.5,3108.7,3156.56,3108.7,1604653.0,16944151.0,2172563782.0
2021-02-16,3163.25,16.25,0.52,3151.85,3180.94,3145.84,1944396.0,17171321.0,2184114152.0
2021-02-17,3133.73,-29.52,-0.93,3162.95,3162.95,3115.48,1784127.0,16846121.0,2162973198.0
2021-02-18,3086.66,-47.07,-1.5,3131.74,3140.4,3086.66,1860567.0,18141180.0,2130240936.0
2021-02-19,3107.62,20.96,0.68,3089.96,3109.67,3040.28,3455505.0,19720470.0,2145756604.0
2021-02-22,3079.75,-27.87,-0.9,3114.03,3142.48,3079.16,1831956.0,18224657.0,2126152211.0
2021-02-23,3070.09,-9.66,-0.31,3069.26,3094.29,3035.46,2357759.0,17661158.0,2118916098.0
2021-02-24,2994.98,-75.11,-2.45,3070.58,3092.05,2993.46,1560931.0,21519851.0,2067821072.0
2021-02-25,3099.69,104.71,3.5,3026.47,3099.8,3026.47,1280086.0,17213951.0,2139066413.0
2021-02-26,3012.95,-86.74,-2.8,3089.49,3089.49,2988.28,1361310.0,21504876.0,2079822287.0
2021-03-02,3043.87,30.92,1.03,3021.68,3096.5,3020.74,1749871.0,18852145.0,2100892200.0
2021-03-03,3082.99,39.12,1.29,3041.2,3083.04,3029.37,2236688.0,14714276.0,2127504522.0
2021-03-04,3043.49,-39.5,-1.28,3076.88,3076.88,3022.54,1278952.0,17149583.0,2100388462.0
2021-03-05,3026.26,-17.23,-0.57,3036.16,3036.98,2982.45,1187226.0,16767185.0,2089548989.0
2021-03-08,2996.11,-30.15,-1.0,3031.99,3055.65,2992.64,1928302.0,15786853.0,2069285179.0
2021-03-09,2976.12,-19.99,-0.67,2989.96,3000.49,2929.36,1534218.0,18419499.0,2056078963.0
2021-03-10,2958.12,-18.0,-0.6,2980.76,3013.95,2951.53,905647.0,13586638.0,2043540146.0
2021-03-11,3013.7,55.58,1.88,2964.3,3028.37,2964.3,1349204.0,16024120.0,2081131560.0
2021-03-12,3054.39,40.69,1.35,3030.73,3061.43,3030.73,1669085.0,13112979.0,2108739012.0
2021-03-15,3045.71,-8.68,-0.28,3057.06,3065.17,3036.14,1161784.0,12580944.0,2103490190.0
2021-03-16,3067.17,21.46,0.7,3049.23,3071.54,3049.23,1123922.0,12930136.0,2118221348.0
2021-03-17,3047.5,-19.67,-0.64,3067.76,3069.57,3027.2,814991.0,13933301.0,2104611972.0
2021-03-18,3066.01,18.51,0.61,3054.93,3090.19,3054.93,1232596.0,15133172.0,2131746122.0
2021-03-19,3039.53,-26.48,-0.86,3063.01,3063.01,3022.49,1068468.0,16337600.0,2113198643.0
2021-03-22,3035.46,-4.07,-0.13,3040.01,3048.11,3019.6,915739.0,13348889.0,2111019309.0
2021-03-23,3004.74,-30.72,-1.01,3038.25,3058.79,3003.05,1331210.0,16167128.0,2090378385.0
2021-03-24,2996.35,-8.39,-0.28,2996.32,3006.54,2971.04,978431.0,13400025.0,2088782705.0
2021-03-25,3008.33,11.98,0.4,2995.67,3024.63,2987.83,940354.0,13434688.0,2097224019.0
2021-03-26,3041.01,32.68,1.09,3012.79,3041.86,3012.79,1036383.0,15837825.0,2119963830.0
2021-03-29,3036.04,-4.97,-0.16,3047.71,3054.21,3025.39,1288846.0,16736098.0,2116791654.0
2021-03-30,3070.0,33.96,1.12,3038.44,3074.57,3038.44,1023075.0,14149217.0,2139668811.0
2021-03-31,3061.42,-8.58,-0.28,3073.39,3093.89,3061.4,1146989.0,14537438.0,2133373184.0
2021-04-01,3087.4,25.98,0.85,3073.77,3090.88,3069.68,922680.0,14035774.0,2151569269.0
2021-04-02,3112.8,25.4,0.82,3104.72,3121.58,3101.6,792705.0,13442351.0,2169819699.0
2021-04-05,3120.83,8.03,0.26,3121.23,3127.2,3101.86,1084792.0,13010540.0,2175988045.0
2021-04-06,3127.08,6.25,0.2,3123.8,3139.29,3110.19,1279017.0,13676602.0,2180839058.0
2021-04-07,3137.41,10.33,0.33,3129.07,3146.19,3125.33,1984774.0,14490177.0,2187857006.0
2021-04-08,3143.26,5.85,0.19,3137.25,3145.81,3122.09,1357293.0,17080031.0,2190897559.0
2021-04-09,3131.88,-11.38,-0.36,3146.51,3156.04,3125.24,1823162.0,15093695.0,2183407708.0
2021-04-12,3135.59,3.71,0.12,3134.88,3147.27,3127.91,1048783.0,13288261.0,2186336552.0
2021-04-13,3169.08,33.49,1.07,3138.21,3173.26,3136.99,1741348.0,16363773.0,2209344454.0
2021-04-14,3182.38,13.3,0.42,3169.95,3188.32,3162.12,1776265.0,15552014.0,2219837253.0
2021-04-15,3194.33,11.95,0.38,3180.73,3204.48,3178.99,1312992.0,17671287.0,2227893249.0
2021-04-16,3198.62,4.29,0.13,3194.08,3206.76,3185.67,985278.0,15542111.0,2230863451.0
2021-04-19,3198.84,0.22,0.01,3201.11,3214.45,3193.4,1060619.0,15378169.0,2231246758.0
2021-04-20,3220.7,21.86,0.68,3198.31,3220.82,3195.96,1296160.0,14508206.0,2246496867.0
2021-04-21,3171.66,-49.04,-1.52,3214.24,3214.24,3165.49,1767091.0,16916024.0,2212715486.0
2021-04-22,3177.52,5.86,0.18,3174.52,3196.97,3174.52,1752692.0,14862862.0,2217699634.0
2021-04-23,3186.1,8.58,0.27,3173.47,3188.7,3146.54,2253793.0,15653206.0,2223584747.0
2021-04-26,3217.53,31.43,0.99,3191.34,3217.53,3191.34,1298330.0,15753768.0,2244296748.0
2021-04-27,3215.42,-2.11,-0.07,3218.3,3223.05,3203.25,1534230.0,17177221.0,2242791906.0
2021-04-28,3181.47,-33.95,-1.06,3217.21,3219.69,3176.55,1412621.0,18379829.0,2219525997.0
2021-04-29,3174.07,-7.4,-0.23,3184.75,3200.41,3161.06,1222430.0,19126667.0,2214470771.0
2021-04-30,3147.86,-26.21,-0.83,3176.43,3179.43,3143.38,1359455.0,19207526.0,2196644814.0
2021-05-03,3127.2,-20.66,-0.66,3149.05,3174.26,3120.7,1041199.0,16975831.0,2183279571.0
2021-05-04,3147.37,20.17,0.64,3131.39,3147.38,3109.78,1283830.0,15962437.0,2197169422.0
2021-05-06,3178.74,31.37,1.0,3147.72,3178.74,3133.64,1239403.0,16626445.0,2218596989.0
2021-05-07,3197.2,18.46,0.58,3179.63,3205.11,3179.63,989680.0,15206303.0,2231754453.0
2021-05-10,3249.3,52.1,1.63,3201.46,3255.9,3201.46,1011267.0,17187182.0,2267392610.0
2021-05-11,3209.43,-39.87,-1.23,3239.92,3239.92,3192.25,1096718.0,21883490.0,2250813286.0
2021-05-12,3161.66,-47.77,-1.49,3209.36,3212.83,3138.04,1424059.0,22458066.0,2217704460.0
2021-05-13,3122.11,-39.55,-1.25,3146.97,3161.93,3103.88,1095948.0,21059804.0,2187284901.0
2021-05-14,3153.32,31.21,1.0,3131.35,3162.31,3131.35,836404.0,14493544.0,2209898270.0
2021-05-17,3134.52,-18.8,-0.6,3163.21,3173.01,3121.32,771306.0,14552524.0,2197146071.0
2021-05-18,3173.05,38.53,1.23,3135.38,3176.4,3135.38,786143.0,13898610.0,2223050434.0
2021-05-20,3162.28,-10.77,-0.34,3174.53,3174.53,3140.48,774252.0,13719657.0,2215262489.0
2021-05-21,3156.42,-5.86,-0.19,3171.91,3198.01,3149.46,797262.0,14789457.0,2211878674.0
2021-05-24,3144.3,-12.12,-0.38,3155.91,3163.27,3137.81,587968.0,11604047.0,2203296528.0
2021-05-25,3171.32,27.02,0.86,3152.93,3173.1,3148.3,612977.0,11728027.0,2222161158.0
2021-05-26,3168.43,-2.89,-0.09,3171.91,3183.97,3160.3,1269999.0,13173016.0,2220195702.0
2021-05-27,3165.51,-2.92,-0.09,3170.84,3173.86,3142.37,1082006.0,20682335.0,2213264037.0
2021-05-28,3188.73,23.22,0.73,3172.09,3198.66,3171.85,966368.0,13533299.0,2229262136.0
2021-05-31,3203.92,15.19,0.48,3192.06,3204.29,3179.87,1123525.0,14017446.0,2240204442.0
2021-06-01,3221.87,17.95,0.56,3207.12,3233.17,3199.18,1472571.0,15270804.0,2252414412.0
2021-06-02,3224.23,2.36,0.07,3224.4,3241.07,3216.1,1495671.0,17740842.0,2253801397.0
2021-06-03,3247.43,23.2,0.72,3224.96,3258.5,3224.96,1584799.0,16890462.0,2271047146.0
2021-06-04,3240.08,-7.35,-0.23,3246.17,3246.19,3218.67,1392320.0,16051031.0,2266301575.0
2021-06-07,3252.12,12.04,0.37,3244.59,3264.41,3233.4,1733348.0,19023222.0,2274803756.0
2021-06-08,3247.83,-4.29,-0.13,3251.83,3264.67,3242.56,1951319.0,19352174.0,2271737874.0
2021-06-09,3216.18,-31.65,-0.97,3245.08,3246.49,3216.18,1964923.0,17164710.0,2250239308.0
2021-06-10,3224.64,8.46,0.26,3216.94,3235.39,3210.31,1896766.0,19170540.0,2255706784.0
2021-06-11,3249.32,24.68,0.77,3226.98,3251.58,3226.98,1645509.0,17956257.0,2272865086.0
2021-06-14,3252.13,2.81,0.09,3249.6,3254.49,3238.51,1664527.0,15262485.0,2274655820.0
2021-06-15,3258.63,6.5,0.2,3253.17,3262.8,3247.9,1734497.0,14838275.0,2279093890.0
2021-06-16,3278.68,20.05,0.62,3259.06,3281.96,3256.68,2345811.0,16297981.0,2293095237.0
2021-06-17,3264.96,-13.72,-0.42,3276.2,3276.2,3251.32,1848671.0,14672133.0,2283628537.0
2021-06-18,3267.93,2.97,0.09,3265.68,3275.76,3262.58,1627658.0,17492732.0,2285587402.0
2021-06-21,3240.79,-27.14,-0.83,3264.18,3264.18,3225.56,1508634.0,17291260.0,2266650211.0
2021-06-22,3263.88,23.09,0.71,3245.79,3267.63,3245.79,1666697.0,15512033.0,2283310827.0
2021-06-23,3276.19,12.31,0.38,3265.73,3281.88,3263.07,1069175.0,17865269.0,2292900832.0
2021-06-24,3286.1,9.91,0.3,3281.47,3292.27,3277.85,1301271.0,21426510.0,2300141383.0
2021-06-25,3302.84,16.74,0.51,3289.18,3316.08,3289.18,1198188.0,18618608.0,2312030311.0
2021-06-28,3301.89,-0.95,-0.03,3305.46,3311.69,3291.3,1428764.0,13796056.0,2311642031.0
2021-06-29,3286.68,-15.21,-0.46,3305.26,3305.42,3276.63,1213047.0,15509503.0,2300482291.0
2021-06-30,3296.68,10.0,0.3,3288.63,3305.73,3288.63,1610376.0,15646662.0,2307579219.0
2021-07-01,3282.06,-14.62,-0.44,3297.92,3300.12,3278.1,1159231.0,16075975.0,2297428890.0
2021-07-02,3281.78,-0.28,-0.01,3282.81,3295.68,3278.19,1019998.0,15437887.0,2296886523.0
2021-07-05,3293.21,11.43,0.35,3285.29,3298.93,3285.29,850406.0,14529926.0,2305240405.0
2021-07-06,3305.21,12.0,0.36,3295.44,3313.51,3295.44,1029465.0,14686383.0,2314417370.0
2021-07-07,3285.34,-19.87,-0.6,3303.59,3303.59,3277.66,1147641.0,14507060.0,2300642186.0
2021-07-08,3252.68,-32.66,-0.99,3287.68,3295.71,3252.41,1516034.0,16870624.0,2277841604.0
2021-07-09,3217.95,-34.73,-1.07,3245.52,3245.52,3188.8,1308365.0,16473106.0,2253697508.0
2021-07-12,3246.47,28.52,0.89,3227.51,3251.45,3227.51,1135043.0,11280079.0,2273494421.0
2021-07-13,3271.38,24.91,0.77,3253.24,3273.9,3253.24,1150101.0,13494446.0,2290584923.0
2021-07-14,3264.81,-6.57,-0.2,3270.09,3270.09,3250.45,908954.0,12993101.0,2286388813.0
2021-07-15,3286.22,21.41,0.66,3269.33,3286.58,3263.09,1172431.0,13683901.0,2301050678.0
2021-07-16,3276.91,-9.31,-0.28,3282.89,3282.89,3259.32,1066507.0,14781319.0,2304505795.0
2021-07-19,3244.04,-32.87,-1.0,3258.87,3258.87,3236.39,1095559.0,12855281.0,2281788153.0
2021-07-20,3232.7,-11.34,-0.35,3223.24,3234.8,3214.42,979670.0,15292372.0,2273800450.0
2021-07-21,3215.91,-16.79,-0.52,3251.13,3252.25,3215.91,990327.0,14864748.0,2262423630.0
2021-07-22,3250.21,34.3,1.07,3235.17,3253.75,3235.17,712983.0,13039250.0,2286455397.0
2021-07-23,3254.42,4.21,0.13,3253.44,3264.01,3246.09,805048.0,13209383.0,2288976880.0
2021-07-26,3224.95,-29.47,-0.91,3265.99,3265.99,3224.95,826067.0,12212491.0,2268644077.0
2021-07-27,3232.53,7.58,0.24,3244.43,3252.85,3230.75,991939.0,12348469.0,2273599243.0
2021-07-28,3236.86,4.33,0.13,3226.06,3243.21,3210.9,868603.0,11979297.0,2276373997.0
2021-07-29,3242.65,5.79,0.18,3248.49,3252.26,3232.5,694823.0,10491307.0,2280494339.0
2021-07-30,3202.32,-40.33,-1.24,3234.37,3234.66,3202.32,687861.0,12808243.0,2252545492.0
2021-08-02,3223.04,20.72,0.65,3218.42,3223.04,3194.0,561003.0,10237986.0,2267461203.0
2021-08-03,3237.14,14.1,0.44,3221.57,3237.14,3213.2,653513.0,12491381.0,2278025799.0
2021-08-04,3280.38,43.24,1.34,3246.65,3283.14,3237.55,632242.0,12357120.0,2308134805.0
2021-08-05,3276.13,-4.25,-0.13,3283.25,3296.17,3273.33,680941.0,11877709.0,2305637212.0
2021-08-06,3270.36,-5.77,-0.18,3277.06,3288.17,3261.93,941361.0,15455404.0,2334628994.0
2021-08-09,3260.42,-9.94,-0.3,3258.1,3275.15,3251.74,707654.0,15732538.0,2329309985.0
2021-08-10,3243.19,-17.23,-0.53,3272.44,3272.44,3232.46,730349.0,21657925.0,2339206516.0
2021-08-11,3220.62,-22.57,-0.7,3235.36,3250.21,3217.65,618093.0,19193401.0,2322607459.0
2021-08-12,3208.38,-12.24,-0.38,3213.58,3229.59,3202.11,643283.0,20403906.0,2313093348.0
2021-08-13,3171.29,-37.09,-1.16,3205.75,3209.72,3146.76,696468.0,20201969.0,2285376012.0
2021-08-17,3143.09,-28.2,-0.89,3169.74,3179.49,3134.48,690842.0,22241588.0,2265401557.0
2021-08-18,3158.93,15.84,0.5,3141.98,3175.88,3124.56,622792.0,16752627.0,2276820395.0
2021-08-19,3097.83,-61.1,-1.93,3140.01,3158.0,3097.83,655629.0,17170844.0,2235216708.0
2021-08-20,3060.51,-37.32,-1.2,3111.1,3122.09,3049.03,672088.0,16450580.0,2209662899.0
2021-08-23,3090.21,29.7,0.97,3086.81,3111.81,3064.65,570980.0,13424033.0,2230738569.0
2021-08-24,3138.3,48.09,1.56,3119.7,3142.58,3115.23,586535.0,14946074.0,2266706992.0
2021-08-25,3146.81,8.51,0.27,3148.13,3161.0,3124.25,624688.0,13365596.0,2272311235.0
2021-08-26,3128.53,-18.28,-0.58,3151.3,3159.37,3121.04,727719.0,13335288.0,2259280094.0
2021-08-27,3133.9,5.37,0.17,3116.29,3143.01,3106.97,520669.0,11039934.0,2262422712.0
2021-08-30,3144.19,10.29,0.33,3160.87,3164.87,3132.77,602858.0,11758710.0,2269580866.0
2021-08-31,3199.27,55.08,1.75,3144.49,3199.89,3130.3,661221.0,15863630.0,2309062613.0
2021-09-01,3207.02,7.75,0.24,3195.67,3215.13,3185.8,746705.0,13537908.0,2317655772.0
2021-09-02,3175.85,-31.17,-0.97,3198.03,3204.01,3171.78,757860.0,15378375.0,2297103342.0
2021-09-03,3201.06,25.21,0.79,3189.71,3203.08,3181.64,641510.0,13110992.0,2315800431.0
2021-09-06,3203.33,2.27,0.07,3196.3,3206.25,3186.79,726190.0,12313477.0,2318348874.0
2021-09-07,3187.42,-15.91,-0.5,3200.07,3201.76,3176.81,760160.0,11943337.0,2306637033.0
2021-09-08,3162.99,-24.43,-0.77,3178.74,3187.55,3157.07,859889.0,17302711.0,2290248707.0
2021-09-09,3114.7,-48.29,-1.53,3146.64,3158.6,3111.49,927369.0,17787105.0,2256111112.0
2021-09-10,3125.76,11.06,0.36,3121.09,3131.54,3103.38,723085.0,13566490.0,2262866817.0
2021-09-13,3127.86,2.1,0.07,3117.35,3139.13,3109.01,732270.0,13505433.0,2264159333.0
2021-09-14,3148.83,20.97,0.67,3137.32,3164.31,3137.32,713227.0,15787292.0,2280258289.0
2021-09-15,3153.4,4.57,0.15,3147.21,3164.01,3138.8,616557.0,12162694.0,2284157741.0
2021-09-16,3130.09,-23.31,-0.74,3165.38,3167.68,3126.65,612873.0,12259518.0,2267220040.0
2021-09-17,3140.51,10.42,0.33,3127.75,3142.13,3112.51,589244.0,14937658.0,2284484861.0
2021-09-23,3127.58,-12.93,-0.41,3123.64,3131.63,3107.98,623841.0,14009138.0,2275325270.0
2021-09-24,3125.24,-2.34,-0.07,3140.73,3146.86,3119.4,753222.0,12558236.0,2273591460.0
2021-09-27,3133.64,8.4,0.27,3121.7,3146.35,3119.26,883229.0,12266967.0,2279894818.0
2021-09-28,3097.92,-35.72,-1.14,3133.4,3134.46,3095.72,894913.0,14658731.0,2254315886.0
2021-09-29,3060.27,-37.65,-1.22,3055.5,3069.04,3030.6,821558.0,15137008.0,2226722697.0
2021-09-30,3068.82,8.55,0.28,3054.87,3079.43,3046.43,885819.0,14942854.0,2231957338.0
2021-10-01,3019.18,-49.64,-1.62,3056.21,3062.6,3015.01,855482.0,12944006.0,2195489102.0
2021-10-05,2962.17,-57.01,-1.89,2998.17,2998.17,2940.59,840557.0,15315537.0,2153672546.0
2021-10-06,2908.31,-53.86,-1.82,2986.06,2993.47,2908.3,901722.0,15668592.0,2114932681.0
2021-10-07,2959.46,51.15,1.76,2936.87,2961.53,2927.6,595382.0,11906737.0,2151410767.0
2021-10-08,2956.3,-3.16,-0.11,2977.82,2978.08,2949.01,668947.0,12634091.0,2150115811.0
2021-10-12,2916.38,-39.92,-1.35,2950.22,2950.94,2901.51,660181.0,12767650.0,2120560982.0
2021-10-13,2944.41,28.03,0.96,2913.34,2953.33,2909.47,752132.0,12294514.0,2141374217.0
2021-10-14,2988.64,44.23,1.5,2968.87,2988.97,2962.33,617170.0,12064564.0,2172764571.0
2021-10-15,3015.06,26.42,0.88,3012.62,3021.9,2999.33,857798.0,12540973.0,2192125725.0
2021-10-18,3006.68,-8.38,-0.28,3017.48,3021.17,2990.44,926369.0,10649949.0,2186010002.0
2021-10-19,3029.04,22.36,0.74,3022.23,3034.53,3014.19,845704.0,10112026.0,2202301797.0
2021-10-20,3013.13,-15.91,-0.53,3043.13,3047.24,3012.97,680327.0,11178213.0,2191094043.0
2021-10-21,3007.33,-5.8,-0.19,3012.28,3025.88,3002.74,887370.0,10572398.0,2185679891.0
2021-10-22,3006.16,-1.17,-0.04,3005.36,3018.7,2996.26,695273.0,9047263.0,2184542201.0
2021-10-25,3020.54,14.38,0.48,3001.1,3025.27,2983.29,791796.0,10489294.0,2194484567.0
2021-10-26,3049.08,28.54,0.94,3039.82,3051.65,3030.53,564560.0,9512682.0,2215757780.0
2021-10-27,3025.49,-23.59,-0.77,3045.83,3049.02,3019.0,607875.0,10220673.0,2198753266.0
2021-10-28,3009.55,-15.94,-0.53,3023.17,3034.42,3009.55,617257.0,12367618.0,2188063339.0
2021-10-29,2970.68,-38.87,-1.29,3025.67,3030.17,2965.4,545834.0,11035682.0,2159375927.0
2021-11-01,2978.94,8.26,0.28,2984.18,2991.81,2976.87,475382.0,9410799.0,2166070210.0
2021-11-02,3013.49,34.55,1.16,2995.58,3034.3,2995.58,525853.0,9662968.0,2191376531.0
2021-11-03,2975.71,-37.78,-1.25,3020.36,3020.87,2969.01,658648.0,12438268.0,2189540503.0
2021-11-04,2983.22,7.51,0.25,3000.92,3011.56,2978.07,772024.0,14658520.0,2195428830.0
2021-11-05,2969.27,-13.95,-0.47,3003.53,3003.53,2953.96,688028.0,12669723.0,2185189386.0
2021-11-08,2960.2,-9.07,-0.31,2965.36,2968.18,2930.9,560205.0,10388089.0,2178020380.0
2021-11-09,2962.46,2.26,0.08,2958.15,2987.28,2949.17,708773.0,9684977.0,2180787959.0
2021-11-10,2930.17,-32.29,-1.09,2947.46,2958.61,2924.36,570932.0,9663221.0,2157022730.0
2021-11-11,2924.92,-5.25,-0.18,2911.41,2925.19,2903.72,572859.0,13468396.0,2153082343.0
2021-11-12,2968.8,43.88,1.5,2945.95,2973.84,2938.27,665733.0,12472956.0,2185439468.0
2021-11-15,2999.52,30.72,1.03,2989.68,3003.71,2979.96,639396.0,11402053.0,2207950545.0
2021-11-16,2997.21,-2.31,-0.08,2995.68,3011.88,2985.34,579646.0,11101213.0,2208638226.0
2021-11-17,2962.42,-34.79,-1.16,3004.02,3004.67,2957.7,541490.0,10661680.0,2183852304.0
2021-11-18,2947.38,-15.04,-0.51,2959.26,2964.48,2937.53,541653.0,10119317.0,2173103105.0
2021-11-19,2971.02,23.64,0.8,2951.06,2974.64,2948.07,657094.0,11002169.0,2192237375.0
2021-11-22,3013.25,42.23,1.42,2983.38,3018.01,2980.73,530959.0,12945533.0,2225325425.0
2021-11-23,2997.33,-15.92,-0.53,3013.16,3016.36,2992.14,524233.0,10830504.0,2213806548.0
2021-11-24,2994.29,-3.04,-0.1,3006.34,3017.9,2981.02,556640.0,10963459.0,2210804289.0
2021-11-25,2980.27,-14.02,-0.47,2996.74,2996.74,2973.24,595970.0,9401091.0,2199950623.0
2021-11-26,2936.44,-43.83,-1.47,2973.04,2985.77,2930.31,595598.0,11901298.0,2167444597.0
2021-11-29,2909.32,-27.12,-0.92,2906.15,2930.22,2890.78,844400.0,13092783.0,2148359053.0
2021-11-30,2839.01,-70.31,-2.42,2932.71,2942.93,2822.73,983556.0,19852271.0,2095821072.0
2021-12-01,2899.72,60.71,2.14,2860.12,2905.74,2837.03,563927.0,12534485.0,2143338152.0
2021-12-02,2945.27,45.55,1.57,2874.64,2945.27,2874.64,534462.0,11918441.0,2176914270.0
2021-12-03,2968.33,23.06,0.78,2935.93,2975.44,2927.55,486749.0,10344373.0,2192835466.0
2021-12-06,2973.25,4.92,0.17,2954.82,2983.5,2932.49,479908.0,9657402.0,2197379064.0
2021-12-07,2991.72,18.47,0.62,2973.84,2992.31,2960.9,541370.0,10215647.0,2211216991.0
2021-12-08,3001.8,10.08,0.34,3017.93,3036.13,2995.34,488246.0,11115221.0,2218153437.0
2021-12-09,3029.57,27.77,0.93,3007.0,3029.57,3001.55,513446.0,12614031.0,2238777012.0
2021-12-10,3010.23,-19.34,-0.64,3008.7,3017.64,2998.29,451599.0,8434891.0,2225643250.0
2021-12-13,3001.66,-8.57,-0.28,3019.67,3043.83,3000.51,375828.0,8629449.0,2219441357.0
2021-12-14,2987.95,-13.71,-0.46,2983.95,3001.7,2976.16,581570.0,9856790.0,2209778034.0
2021-12-15,2989.39,1.44,0.05,2979.83,2992.3,2973.0,432874.0,8253059.0,2210896375.0
2021-12-16,3006.41,17.02,0.57,3013.26,3018.2,2989.63,402825.0,8524314.0,2223256396.0
2021-12-17,3017.73,11.32,0.38,2985.2,3017.73,2984.19,451824.0,11650003.0,2231055479.0
2021-12-20,2963.0,-54.73,-1.81,3001.33,3001.33,2962.07,377585.0,8621306.0,2191456184.0
2021-12-21,2975.03,12.03,0.41,2981.67,2984.56,2955.9,410980.0,9108501.0,2200896110.0
2021-12-22,2984.48,9.45,0.32,2993.5,3000.79,2976.65,461755.0,8835650.0,2208300471.0
2021-12-23,2998.17,13.69,0.46,2998.02,3000.7,2980.91,483839.0,9319627.0,2218653457.0
2021-12-24,3012.43,14.26,0.48,3009.48,3025.77,3009.48,537548.0,8583473.0,2230019406.0
2021-12-27,2999.55,-12.88,-0.43,3013.94,3017.31,2999.3,475363.0,8280395.0,2221527069.0
2021-12-28,3020.24,20.69,0.69,3006.77,3020.29,2991.55,607046.0,12096894.0,2237623537.0
2021-12-29,2993.29,-26.95,-0.89,3002.9,3007.72,2988.67,545832.0,10908667.0,2215462632.0
2021-12-30,2977.65,-15.64,-0.52,2999.75,3005.36,2975.74,461038.0,8727458.0,2203366546.0
2022-01-03,2988.77,11.12,0.37,2998.32,3010.77,2979.42,435826.0,8193887.0,2211373367.0
2022-01-04,2989.24,0.47,0.02,2991.97,2995.25,2973.08,621549.0,9991474.0,2212087920.0
2022-01-05,2953.97,-35.27,-1.18,2984.05,2986.2,2936.73,787346.0,15428423.0,2186715367.0
2022-01-06,2920.53,-33.44,-1.13,2925.4,2952.54,2915.38,786045.0,13297135.0,2162437324.0
2022-01-07,2954.89,34.36,1.18,2933.78,2959.03,2933.1,546172.0,10582421.0,2187560534.0
2022-01-10,2926.72,-28.17,-0.95,2947.37,2951.12,2910.9,477400.0,10397828.0,2166763875.0
2022-01-11,2927.38,0.66,0.02,2930.93,2943.57,2909.82,566172.0,10646542.0,2168032047.0
2022-01-12,2972.48,45.1,1.54,2950.78,2972.58,2950.31,519501.0,10895354.0,2200967250.0
2022-01-13,2962.09,-10.39,-0.35,2979.91,2982.14,2958.39,604871.0,11458979.0,2193799600.0
2022-01-14,2921.92,-40.17,-1.36,2937.61,2944.97,2914.73,532668.0,10799738.0,2164996763.0
2022-01-17,2890.1,-31.82,-1.09,2918.55,2919.67,2875.98,593261.0,10396513.0,2141590251.0
2022-01-18,2864.24,-25.86,-0.89,2898.98,2902.79,2857.26,554041.0,10040965.0,2121897006.0
2022-01-19,2842.28,-21.96,-0.77,2840.34,2871.79,2832.18,463829.0,9649067.0,2105223650.0
