,장중_긍정비율,장중_부정비율,장중_긍부정비율,장외_긍정비율,장외_부정비율,장외_긍부정비율,등락률,등락여부
2023-03-08,0.9032258064516129,0.0967741935483871,0.7096774193548387,0.7368421052631579,0.2631578947368421,0.21052631578947367,-1.28,0.0
2023-03-09,0.75,0.25,0.25,0.5952380952380952,0.40476190476190477,-0.21428571428571427,-0.53,0.0
2023-03-10,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.5294117647058824,0.47058823529411764,-0.4117647058823529,-1.01,0.0
2023-03-13,0.8,0.2,0.4,0.9090909090909091,0.09090909090909091,0.7272727272727273,0.67,1.0
2023-03-14,0.6896551724137931,0.3103448275862069,0.06896551724137931,0.5869565217391305,0.41304347826086957,-0.2391304347826087,-2.56,0.0
2023-03-15,0.5757575757575758,0.42424242424242425,-0.2727272727272727,0.5416666666666666,0.4583333333333333,-0.375,1.31,1.0
2023-03-16,1.0,0.0,1.0,0.8095238095238095,0.19047619047619047,0.42857142857142855,-0.08,0.0
2023-03-17,0.85,0.15,0.55,0.7560975609756098,0.24390243902439024,0.2682926829268293,0.75,1.0
2023-03-20,0.6,0.4,-0.2,0.6071428571428571,0.39285714285714285,-0.17857142857142858,-0.69,0.0
2023-03-21,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.6222222222222222,0.37777777777777777,-0.13333333333333333,0.38,1.0
2023-03-22,0.9814814814814815,0.018518518518518517,0.9444444444444444,0.86,0.14,0.58,1.2,1.0
2023-03-23,1.0,0.0,1.0,0.76,0.24,0.28,0.31,1.0
2023-03-24,0.8378378378378378,0.16216216216216217,0.5135135135135135,0.7631578947368421,0.23684210526315788,0.2894736842105263,-0.39,0.0
2023-03-27,0.875,0.125,0.625,0.8620689655172413,0.13793103448275862,0.5862068965517241,-0.24,0.0
2023-03-28,0.7575757575757576,0.24242424242424243,0.2727272727272727,0.6538461538461539,0.34615384615384615,-0.038461538461538464,1.07,1.0
2023-03-29,0.9855072463768116,0.014492753623188406,0.9565217391304348,0.8292682926829268,0.17073170731707318,0.4878048780487805,0.37,1.0
2023-03-30,0.9230769230769231,0.07692307692307693,0.7692307692307693,0.9230769230769231,0.07692307692307693,0.7692307692307693,0.38,1.0
2023-03-31,0.8888888888888888,0.1111111111111111,0.6666666666666666,0.8478260869565217,0.15217391304347827,0.5434782608695652,0.97,1.0
2023-04-03,0.9,0.1,0.7,0.6666666666666666,0.3333333333333333,0.0,-0.18,0.0
2023-04-04,0.6190476190476191,0.38095238095238093,-0.14285714285714285,0.8490566037735849,0.1509433962264151,0.5471698113207547,0.33,1.0
2023-04-05,0.8095238095238095,0.19047619047619047,0.42857142857142855,0.9629629629629629,0.037037037037037035,0.8888888888888888,0.59,1.0
2023-04-06,0.9666666666666667,0.03333333333333333,0.9,0.6923076923076923,0.3076923076923077,0.07692307692307693,-1.44,0.0
2023-04-07,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.41509433962264153,0.5849056603773585,-0.7547169811320755,1.27,1.0
2023-04-10,0.9166666666666666,0.08333333333333333,0.75,0.8888888888888888,0.1111111111111111,0.6666666666666666,0.87,1.0
2023-04-11,0.8928571428571429,0.10714285714285714,0.6785714285714286,0.8301886792452831,0.16981132075471697,0.49056603773584906,1.42,1.0
2023-04-12,0.9333333333333333,0.06666666666666667,0.8,0.8596491228070176,0.14035087719298245,0.5789473684210527,0.11,1.0
2023-04-13,0.8787878787878788,0.12121212121212122,0.6363636363636364,0.8076923076923077,0.19230769230769232,0.4230769230769231,0.43,1.0
2023-04-14,0.8181818181818182,0.18181818181818182,0.45454545454545453,0.8536585365853658,0.14634146341463414,0.5609756097560976,0.38,1.0
2023-04-17,0.875,0.125,0.625,0.8461538461538461,0.15384615384615385,0.5384615384615384,0.17,1.0
2023-04-18,0.7407407407407407,0.25925925925925924,0.2222222222222222,0.6511627906976745,0.3488372093023256,-0.046511627906976744,-0.19,0.0
2023-04-19,0.6818181818181818,0.3181818181818182,0.045454545454545456,0.8478260869565217,0.15217391304347827,0.5434782608695652,0.16,1.0
2023-04-20,0.90625,0.09375,0.71875,0.725,0.275,0.175,-0.46,0.0
2023-04-21,0.6818181818181818,0.3181818181818182,0.045454545454545456,0.6756756756756757,0.32432432432432434,0.02702702702702703,-0.73,0.0
2023-04-24,0.5714285714285714,0.42857142857142855,-0.2857142857142857,0.6,0.4,-0.2,-0.82,0.0
2023-04-25,0.6774193548387096,0.3225806451612903,0.03225806451612903,0.56,0.44,-0.32,-1.37,0.0
2023-04-26,0.5769230769230769,0.4230769230769231,-0.2692307692307692,0.6304347826086957,0.3695652173913043,-0.10869565217391304,-0.17,0.0
2023-04-27,0.7441860465116279,0.2558139534883721,0.23255813953488372,0.6129032258064516,0.3870967741935484,-0.16129032258064516,0.44,1.0
2023-04-28,0.6507936507936508,0.3492063492063492,-0.047619047619047616,0.7678571428571429,0.23214285714285715,0.30357142857142855,0.23,1.0
2023-05-02,0.6,0.4,-0.2,0.8636363636363636,0.13636363636363635,0.5909090909090909,0.91,1.0
2023-05-03,0.9090909090909091,0.09090909090909091,0.7272727272727273,0.7058823529411765,0.29411764705882354,0.11764705882352941,-0.91,0.0
2023-05-04,0.6666666666666666,0.3333333333333333,0.0,0.6857142857142857,0.3142857142857143,0.05714285714285714,-0.02,0.0
2023-05-08,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.5,0.5,-0.5,0.49,1.0
2023-05-09,0.9411764705882353,0.058823529411764705,0.8235294117647058,0.7647058823529411,0.23529411764705882,0.29411764705882354,-0.13,0.0
2023-05-10,0.8148148148148148,0.18518518518518517,0.4444444444444444,0.4090909090909091,0.5909090909090909,-0.7727272727272727,-0.54,0.0
2023-05-11,0.8205128205128205,0.1794871794871795,0.46153846153846156,0.6341463414634146,0.36585365853658536,-0.0975609756097561,-0.22,0.0
2023-05-12,0.9714285714285714,0.02857142857142857,0.9142857142857143,0.5897435897435898,0.41025641025641024,-0.23076923076923078,-0.63,0.0
2023-05-15,0.5333333333333333,0.4666666666666667,-0.4,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.16,1.0
2023-05-16,0.8153846153846154,0.18461538461538463,0.4461538461538462,0.90625,0.09375,0.71875,0.04,1.0
2023-05-17,0.8648648648648649,0.13513513513513514,0.5945945945945946,0.8888888888888888,0.1111111111111111,0.6666666666666666,0.58,1.0
2023-05-18,0.725,0.275,0.175,0.7441860465116279,0.2558139534883721,0.23255813953488372,0.83,1.0
2023-05-19,0.9393939393939394,0.06060606060606061,0.8181818181818182,0.8461538461538461,0.15384615384615385,0.5384615384615384,0.89,1.0
2023-05-22,0.8,0.2,0.4,0.896551724137931,0.10344827586206896,0.6896551724137931,0.76,1.0
2023-05-23,0.88,0.12,0.64,0.875,0.125,0.625,0.41,1.0
2023-05-24,0.9545454545454546,0.045454545454545456,0.8636363636363636,0.8695652173913043,0.13043478260869565,0.6086956521739131,0.0,1.0
2023-05-25,0.7666666666666667,0.23333333333333334,0.3,0.6111111111111112,0.3888888888888889,-0.16666666666666666,-0.5,0.0
2023-05-26,0.8214285714285714,0.17857142857142858,0.4642857142857143,0.6538461538461539,0.34615384615384615,-0.038461538461538464,0.16,1.0
2023-05-30,1.0,0.0,1.0,0.9259259259259259,0.07407407407407407,0.7777777777777778,1.04,1.0
2023-05-31,0.8648648648648649,0.13513513513513514,0.5945945945945946,0.8431372549019608,0.1568627450980392,0.5294117647058824,-0.32,0.0
